1	3,11518	18960384
2	0,389336	20365312
3	0,388228	20365312
4	0,777148	20463616
5	0	20463616
6	0,389858	20463616
7	0,389615	20463616
8	0,388589	20463616
9	1,55804	20463616
10	0,777646	20463616
11	0,38878	20463616
12	0,77709	20463616
13	0	20463616
14	1,16576	20463616
15	0,776911	20463616
16	0	20463616
17	0,388665	20463616
18	0,38869	20463616
19	0	20463616
20	0,778759	20463616
21	0,38847	20463616
22	0,388535	20463616
23	0,388665	20463616
24	0,388793	20463616
25	0,776866	20463616
26	1,16516	20463616
27	0,776817	20463616
28	0,388743	20463616
29	1,16569	20463616
30	0,388789	20516864
31	0,388623	20516864
32	1,16571	20516864
33	0,38882	20516864
34	0	20516864
35	0,38883	20516864
36	0,388766	20516864
37	0	20516864
38	0,388984	20516864
39	1,16637	20516864
40	0	20516864
41	0,777992	20516864
42	0	20516864
43	0,777732	20516864
44	0	20516864
45	0,390092	20516864
46	0,389239	20516864
47	0,780164	20516864
48	0	20516864
49	0	20516864
50	0	20516864
51	0	20516864
52	0	20516864
53	0	20516864
54	0,780263	20516864
55	1,16579	20516864
56	0	20516864
57	0,388886	20516864
58	0,777506	20516864
59	0,776356	20516864
60	0,38916	20463616
61	1,55506	20463616
62	0,777279	20463616
63	0,777202	20463616
64	0,388679	20463616
65	0,388751	20463616
66	0,388628	20463616
67	0,390122	20463616
68	0,777401	20463616
69	0,388644	20463616
70	0,388164	20463616
71	0	20463616
72	0	20463616
73	0,388912	20463616
74	0,388807	20463616
75	1,16639	20463616
76	1,16522	20463616
77	0	20463616
78	0	20463616
79	0,778046	20463616
80	1,16577	20463616
81	0,77746	20463616
82	0,388365	20463616
83	0,388662	20463616
84	0,388635	20463616
85	1,1647	20463616
86	0,77753	20463616
87	0,778749	20463616
88	0	20463616
89	0,388202	20463616
90	1,94473	20463616
91	0,775509	20463616
92	0,389094	20463616
93	0,388806	20463616
94	0	20463616
95	0,388583	20463616
96	1,16634	20463616
97	0,388606	20463616
98	0,777707	20463616
99	0,38875	20463616
100	0,388475	20463616
101	1,55479	20463616
102	0,776293	20463616
103	0,388736	20463616
104	0,388558	20463616
105	0	20463616
106	0,778112	20463616
107	0,3885	20463616
108	0,388512	20463616
109	0,388675	20463616
110	1,16473	20463616
111	0,388658	20463616
112	0	20463616
113	0	20463616
114	0,389014	20463616
115	0	20463616
116	0,388886	20463616
117	0,776999	20463616
118	0	20463616
119	0,778	20463616
120	0,779495	20463616
