13-06-2018 10:21:41;0;11943936
13-06-2018 10:21:42;0;11943936
13-06-2018 10:21:43;0;11943936
13-06-2018 10:21:44;0;11943936
13-06-2018 10:21:45;0;11943936
13-06-2018 10:21:46;0;11943936
13-06-2018 10:21:47;0;11943936
13-06-2018 10:21:48;0;11943936
13-06-2018 10:21:49;0;11943936
13-06-2018 10:21:50;0;11943936
13-06-2018 10:21:51;0;11943936
13-06-2018 10:21:52;0;11943936
13-06-2018 10:21:53;0.390357;11943936
13-06-2018 10:21:54;0;11943936
13-06-2018 10:21:55;0.390346;11943936
13-06-2018 10:21:56;0;11943936
13-06-2018 10:21:57;0;11943936
13-06-2018 10:21:58;0;11943936
13-06-2018 10:21:59;0;11943936
13-06-2018 10:22:00;0;11943936
13-06-2018 10:22:01;0;11943936
13-06-2018 10:22:02;0;11943936
13-06-2018 10:22:03;0.390071;11943936
13-06-2018 10:22:04;0;11943936
13-06-2018 10:22:05;0;11943936
13-06-2018 10:22:06;0.390151;11943936
13-06-2018 10:22:07;0;11943936
13-06-2018 10:22:08;0;11943936
13-06-2018 10:22:09;0;11943936
13-06-2018 10:22:11;0;11943936
13-06-2018 10:22:12;0.374681;11943936
13-06-2018 10:22:13;0;11943936
13-06-2018 10:22:14;0;11943936
13-06-2018 10:22:15;0;11943936
13-06-2018 10:22:16;0;11943936
13-06-2018 10:22:17;0;11943936
13-06-2018 10:22:18;0;11943936
13-06-2018 10:22:19;0.390245;11943936
13-06-2018 10:22:20;0;11943936
13-06-2018 10:22:21;0.390437;11943936
13-06-2018 10:22:22;0;11943936
13-06-2018 10:22:23;0;11943936
13-06-2018 10:22:24;0.390137;11943936
13-06-2018 10:22:25;0;11943936
13-06-2018 10:22:26;0;11943936
13-06-2018 10:22:27;0;11943936
13-06-2018 10:22:28;0;11943936
13-06-2018 10:22:29;0.39035;11943936
13-06-2018 10:22:30;0.39042;11943936
13-06-2018 10:22:31;0;11943936
13-06-2018 10:22:32;0;11943936
13-06-2018 10:22:33;0;11943936
13-06-2018 10:22:34;0;11943936
13-06-2018 10:22:35;0;11943936
13-06-2018 10:22:36;0;11943936
13-06-2018 10:22:37;0;11943936
13-06-2018 10:22:38;0;11943936
13-06-2018 10:22:39;0.390284;11943936
13-06-2018 10:22:40;0;11943936
13-06-2018 10:22:41;0.390103;11943936
13-06-2018 10:22:42;0;11943936
13-06-2018 10:22:43;0;11943936
13-06-2018 10:22:44;0.390186;11943936
13-06-2018 10:22:45;0.780603;11943936
13-06-2018 10:22:46;0;11943936
13-06-2018 10:22:47;0.390152;11943936
13-06-2018 10:22:48;0;11943936
13-06-2018 10:22:49;0;11943936
13-06-2018 10:22:50;0;11943936
13-06-2018 10:22:51;0;11943936
13-06-2018 10:22:52;0;11943936
13-06-2018 10:22:53;0;11943936
13-06-2018 10:22:54;0;11943936
13-06-2018 10:22:55;0;11943936
13-06-2018 10:22:56;0;11943936
13-06-2018 10:22:57;0;11943936
13-06-2018 10:22:58;0;11943936
13-06-2018 10:22:59;0;11943936
13-06-2018 10:23:00;0;11943936
13-06-2018 10:23:01;0;11943936
13-06-2018 10:23:02;0;11943936
13-06-2018 10:23:03;0;11943936
13-06-2018 10:23:04;0;11943936
13-06-2018 10:23:05;0;11943936
13-06-2018 10:23:06;0;11943936
13-06-2018 10:23:07;0;11943936
13-06-2018 10:23:08;0;11943936
13-06-2018 10:23:09;0;11943936
13-06-2018 10:23:10;0;11943936
13-06-2018 10:23:11;0;11943936
13-06-2018 10:23:12;0;11943936
13-06-2018 10:23:13;0;11943936
13-06-2018 10:23:14;0;11943936
13-06-2018 10:23:15;0;11943936
13-06-2018 10:23:16;0.390036;11943936
13-06-2018 10:23:17;0;11943936
13-06-2018 10:23:18;0;11943936
13-06-2018 10:23:19;0;11943936
13-06-2018 10:23:20;0;11943936
13-06-2018 10:23:21;0;11943936
13-06-2018 10:23:22;0;11943936
13-06-2018 10:23:23;0;11943936
13-06-2018 10:23:24;0;11943936
13-06-2018 10:23:25;0;11943936
13-06-2018 10:23:26;0.390245;11943936
13-06-2018 10:23:27;0;11943936
13-06-2018 10:23:28;0;11943936
13-06-2018 10:23:29;0;11943936
13-06-2018 10:23:30;0;11943936
13-06-2018 10:23:31;0.390199;11943936
13-06-2018 10:23:32;0;11943936
13-06-2018 10:23:33;0;11943936
13-06-2018 10:23:34;0;11943936
13-06-2018 10:23:35;0;11943936
13-06-2018 10:23:36;0.390418;11943936
13-06-2018 10:23:37;0;11943936
13-06-2018 10:23:38;0;11943936
13-06-2018 10:23:39;0;11943936
13-06-2018 10:23:40;0;11943936
13-06-2018 10:23:41;0;11943936
